,날짜,종가,전일비,시가,고가,저가,거래량,5일선,8일선,10일선,30일선,45일선,60일선,120일선,성공
376,2018.07.05,74500.0,5500.0,68300.0,77500.0,68200.0,1573024.0,70760.0,72212.5,72500.0,76646.66666666669,76431.11111111111,81895.0,93126.66666666669,1
377,2018.07.06,73200.0,1300.0,74400.0,74500.0,71200.0,931255.0,70740.0,71737.5,72620.0,76606.66666666669,76088.88888888889,81398.33333333331,92828.33333333331,1
378,2018.07.09,72800.0,400.0,73900.0,76000.0,72700.0,1039642.0,71480.0,71475.0,72370.0,76353.33333333331,75837.77777777777,80871.66666666669,92618.33333333331,1
379,2018.07.10,73200.0,400.0,73700.0,74500.0,73100.0,482704.0,72540.0,71625.0,71990.0,76060.0,75557.77777777777,80356.66666666669,92422.5,1
380,2018.07.11,70000.0,3200.0,72000.0,73000.0,70000.0,719789.0,72740.0,71212.5,71500.0,75710.0,75286.66666666669,79790.0,92188.33333333331,1
381,2018.07.12,70500.0,500.0,70000.0,71300.0,69700.0,504728.0,71940.0,71387.5,71350.0,75460.0,75180.0,79220.0,91910.0,1
382,2018.07.13,70400.0,100.0,70000.0,71600.0,69700.0,507211.0,71380.0,71700.0,71060.0,75093.33333333331,75284.44444444444,78658.33333333331,91639.16666666669,1
383,2018.07.16,70300.0,100.0,71000.0,72200.0,70000.0,550516.0,70880.0,71862.5,71180.0,74753.33333333331,75293.33333333331,78116.66666666669,91334.16666666669,1
384,2018.07.17,68700.0,1600.0,70700.0,70900.0,68600.0,741515.0,69980.0,71137.5,71260.0,74310.0,75291.11111111111,77520.0,91030.0,1
385,2018.07.18,67100.0,1600.0,69300.0,69900.0,66700.0,854073.0,69400.0,70375.0,71070.0,73930.0,75177.77777777777,76908.33333333331,90730.83333333331,1
386,2018.07.19,62200.0,4900.0,67400.0,67700.0,58100.0,3812932.0,67740.0,69050.0,69840.0,73320.0,75000.0,76265.0,90381.66666666669,1
387,2018.07.20,61800.0,400.0,61900.0,65200.0,61100.0,2038993.0,66020.0,67625.0,68700.0,72656.66666666669,74775.55555555556,75668.33333333331,89938.33333333331,1
388,2018.07.23,53600.0,8200.0,61300.0,62000.0,53300.0,2667093.0,62680.0,65575.0,66780.0,71766.66666666669,74300.0,75096.66666666669,89464.16666666669,1
389,2018.07.24,50300.0,3300.0,53800.0,54700.0,50300.0,3424127.0,59000.0,63050.0,64490.0,70836.66666666669,73713.33333333331,74546.66666666669,88954.16666666669,1
390,2018.07.25,46300.0,4000.0,50300.0,50800.0,45300.0,7419416.0,54840.0,60037.5,62120.0,69763.33333333331,73037.77777777777,73938.33333333331,88423.33333333331,1
391,2018.07.26,48900.0,2600.0,47300.0,50200.0,45600.0,5990446.0,52180.0,57362.5,59960.0,68773.33333333331,72415.55555555556,73311.66666666669,87914.16666666669,1
392,2018.07.27,49400.0,500.0,49200.0,51800.0,48100.0,4038471.0,49700.0,54950.0,57860.0,67706.66666666669,71860.0,72658.33333333331,87408.33333333331,1
393,2018.07.30,50200.0,800.0,48800.0,51000.0,47550.0,2050824.0,49020.0,52837.5,55850.0,66750.0,71188.88888888889,72093.33333333331,86944.16666666669,1
394,2018.07.31,52200.0,2000.0,49900.0,52700.0,49750.0,1991424.0,49400.0,51587.5,54200.0,66066.66666666669,70526.66666666669,71533.33333333331,86543.33333333331,1
395,2018.08.01,58300.0,6100.0,52500.0,60400.0,52400.0,5787849.0,51800.0,51150.0,53320.0,65516.66666666666,70033.33333333331,71135.0,86160.83333333331,1
396,2018.08.02,58500.0,200.0,58600.0,58700.0,55700.0,2381023.0,53720.0,51762.5,52950.0,65096.66666666666,69600.0,70855.0,85835.83333333331,1
397,2018.08.03,59200.0,700.0,59000.0,60300.0,58200.0,1612282.0,55680.0,52875.0,52690.0,64670.0,69106.66666666669,70746.66666666669,85548.33333333331,1
398,2018.08.06,58500.0,700.0,59000.0,60800.0,58200.0,1644223.0,57340.0,54400.0,53180.0,64110.0,68617.77777777777,70556.66666666669,85306.66666666669,1
399,2018.08.07,59000.0,500.0,59300.0,59700.0,56400.0,1533578.0,58700.0,55662.5,54050.0,63510.0,68106.66666666669,70393.33333333331,85004.16666666669,1
400,2018.08.08,58900.0,100.0,59400.0,60400.0,58700.0,1263841.0,58820.0,56850.0,55310.0,62976.66666666666,67671.11111111111,70171.66666666669,84733.33333333331,1
401,2018.08.09,62200.0,3300.0,58500.0,62600.0,57400.0,2958273.0,59560.0,58350.0,56640.0,62650.0,67264.44444444444,70038.33333333331,84514.16666666669,1
402,2018.08.10,60300.0,1900.0,61600.0,62900.0,59700.0,1699834.0,59780.0,59362.5,57730.0,62216.66666666666,66788.88888888889,69845.0,84312.5,1
403,2018.08.13,55200.0,5100.0,59900.0,60900.0,54800.0,1969557.0,59120.0,58975.0,58230.0,61753.33333333334,66231.11111111111,69515.0,84060.83333333331,1
404,2018.08.14,57000.0,1800.0,55100.0,57700.0,54800.0,1515087.0,58720.0,58787.5,58710.0,61390.0,65760.0,69186.66666666669,83747.5,1
405,2018.08.16,57500.0,500.0,55300.0,58400.0,54400.0,1348411.0,58440.0,58575.0,58630.0,61006.66666666666,65293.33333333334,68866.66666666669,83468.33333333331,1
406,2018.08.17,61500.0,4000.0,57800.0,62000.0,57700.0,2558618.0,58300.0,58950.0,58930.0,60573.33333333334,64913.33333333334,68610.0,83190.0,1
407,2018.08.20,60500.0,1000.0,62000.0,62100.0,60300.0,1148053.0,58340.0,59137.5,59060.0,60150.0,64448.88888888888,68378.33333333331,82904.16666666669,1
