,날짜,종가,전일비,시가,고가,저가,거래량,5일선,8일선,10일선,30일선,45일선,60일선,120일선,성공
170,2017.08.28,23250.0,0.0,23150.0,23600.0,22700.0,571629.0,23420.0,23806.25,23825.0,23946.66666666667,23217.777777777777,22176.66666666667,16872.5,0
171,2017.08.29,23050.0,200.0,22950.0,23400.0,22950.0,448930.0,23280.0,23606.25,23755.0,23926.66666666667,23286.66666666667,22332.5,16969.166666666668,0
172,2017.08.30,22950.0,100.0,22950.0,23400.0,22850.0,463854.0,23240.0,23425.0,23645.0,23915.0,23336.66666666667,22477.5,17063.333333333332,0
173,2017.08.31,24950.0,2000.0,23300.0,25450.0,23000.0,4906317.0,23490.0,23506.25,23675.0,23973.33333333333,23452.222222222223,22656.66666666667,17174.166666666668,0
174,2017.09.01,26500.0,1550.0,25800.0,27450.0,25550.0,4948432.0,24140.0,23850.0,23885.0,24068.33333333333,23583.33333333333,22833.33333333333,17300.416666666668,0
175,2017.09.04,28100.0,1600.0,25600.0,28150.0,25600.0,3656774.0,25110.0,24468.75,24265.0,24225.0,23762.222222222223,23034.16666666667,17440.833333333332,0
176,2017.09.05,26950.0,1150.0,29200.0,30000.0,26850.0,4746801.0,25890.0,24875.0,24585.0,24363.33333333333,23914.44444444444,23216.66666666667,17571.25,0
177,2017.09.06,31500.0,4550.0,27100.0,31500.0,26850.0,5786759.0,27600.0,25906.25,25420.0,24651.66666666667,24121.11111111111,23433.33333333333,17737.083333333332,0
178,2017.09.07,31850.0,350.0,32850.0,33900.0,31300.0,6897450.0,28980.0,26981.25,26235.0,24950.0,24341.11111111111,23649.16666666667,17907.916666666668,0
179,2017.09.08,36800.0,4950.0,31750.0,37900.0,31500.0,10974646.0,31040.0,28700.0,27590.0,25380.0,24646.66666666667,23941.66666666667,18120.0,0
180,2017.09.11,39400.0,2600.0,39300.0,45600.0,36800.0,19133146.0,33300.0,30756.25,29205.0,25890.0,25008.88888888889,24203.33333333333,18350.83333333333,0
181,2017.09.12,39450.0,50.0,41050.0,41250.0,37500.0,8078353.0,35800.0,32568.75,30845.0,26378.33333333333,25352.222222222223,24410.83333333333,18581.25,0
182,2017.09.13,38700.0,750.0,38600.0,39800.0,37050.0,5882305.0,37240.0,34093.75,32420.0,26811.66666666667,25688.88888888889,24655.83333333333,18805.83333333333,0
183,2017.09.14,46500.0,7800.0,37700.0,46500.0,37300.0,12189816.0,40170.0,36393.75,34575.0,27558.33333333333,26237.777777777777,25048.33333333333,19092.08333333333,0
184,2017.09.15,45800.0,700.0,45600.0,50100.0,44900.0,13273554.0,41970.0,38750.0,36505.0,28288.33333333333,26747.777777777777,25453.33333333333,19370.416666666668,0
185,2017.09.18,45500.0,300.0,47400.0,47950.0,45150.0,3671991.0,43190.0,40500.0,38245.0,28993.33333333333,27253.33333333333,25880.0,19646.666666666668,0
186,2017.09.19,48000.0,2500.0,45900.0,48000.0,45400.0,5001155.0,44900.0,42518.75,40350.0,29750.0,27794.44444444444,26347.5,19947.5,0
187,2017.09.20,42850.0,5150.0,47700.0,47950.0,42850.0,4609488.0,45730.0,43275.0,41485.0,30348.33333333333,28228.888888888887,26716.66666666667,20205.83333333333,0
188,2017.09.21,42000.0,850.0,42300.0,44850.0,39350.0,6640429.0,44830.0,43600.0,42500.0,30905.0,28646.66666666667,27087.5,20458.33333333333,0
189,2017.09.22,41000.0,1000.0,43350.0,43400.0,40300.0,3451781.0,43870.0,43793.75,42920.0,31453.33333333333,29032.222222222223,27427.5,20702.5,0
190,2017.09.25,48500.0,7500.0,41200.0,50400.0,39600.0,7825058.0,44470.0,45018.75,43830.0,32286.66666666667,29590.0,27901.66666666667,21008.33333333333,0
191,2017.09.26,44000.0,4500.0,47900.0,49350.0,43950.0,5917162.0,43670.0,44706.25,44285.0,32961.666666666664,30061.111111111113,28300.0,21273.75,0
192,2017.09.27,43500.0,500.0,43200.0,45900.0,41550.0,4624472.0,43800.0,44418.75,44765.0,33610.0,30520.0,28655.0,21535.83333333333,0
193,2017.09.28,42900.0,600.0,43800.0,44450.0,42900.0,1948589.0,43980.0,44093.75,44405.0,34218.333333333336,30964.44444444444,29004.16666666667,21793.75,0
194,2017.09.29,44700.0,1800.0,43400.0,46750.0,43050.0,5009584.0,44720.0,43681.25,44295.0,34895.0,31426.66666666667,29365.0,22067.91666666667,0
195,2017.10.10,45200.0,500.0,45200.0,46300.0,44750.0,2020505.0,44060.0,43975.0,44265.0,35591.666666666664,31895.55555555556,29733.33333333333,22343.33333333333,0
196,2017.10.11,47000.0,1800.0,46000.0,48150.0,44700.0,3615637.0,44660.0,44600.0,44165.0,36366.66666666666,32388.888888888887,30116.66666666667,22635.41666666667,0
197,2017.10.12,47450.0,450.0,47450.0,49500.0,46800.0,4613273.0,45450.0,45406.25,44625.0,37176.66666666666,32872.22222222222,30515.0,22932.5,0
198,2017.10.13,46400.0,1050.0,47300.0,48400.0,46400.0,2820283.0,46150.0,45143.75,45065.0,37933.333333333336,33367.77777777778,30925.0,23222.08333333333,0
199,2017.10.16,47000.0,600.0,46900.0,48800.0,46450.0,2197900.0,46610.0,45518.75,45665.0,38725.0,33881.11111111112,31327.5,23516.25,0
200,2017.10.17,50400.0,3400.0,47600.0,50400.0,47100.0,5003481.0,47650.0,46381.25,45855.0,39630.0,34460.0,31788.33333333333,23840.0,0
201,2017.10.18,50600.0,200.0,49800.0,54300.0,49650.0,6300947.0,48370.0,47343.75,46515.0,40548.333333333336,35022.22222222222,32237.5,24164.58333333333,0
