Date,High,Low,Open,Close,Volume,Adj Close,5일선,8일선,10일선,30일선,45일선,60일선,120일선
2019-10-18,5510.0,4240.0,4240.0,5510.0,370645.0,5510.0,,,,,,,
2019-10-21,7160.0,6670.0,6970.0,7160.0,21919889.0,7160.0,,,,,,,
2019-10-22,9300.0,7290.0,7700.0,8930.0,39020768.0,8930.0,,,,,,,
2019-10-23,10300.0,7510.0,9780.0,7930.0,28203889.0,7930.0,,,,,,,
2019-10-24,9170.0,7320.0,7700.0,7800.0,34906548.0,7800.0,7466.0,,,,,,
2019-10-25,8630.0,7120.0,7900.0,7230.0,13216860.0,7230.0,7810.0,,,,,,
2019-10-28,7480.0,6700.0,7360.0,6800.0,3999829.0,6800.0,7738.0,,,,,,
2019-10-29,7310.0,6660.0,6790.0,6720.0,4924940.0,6720.0,7296.0,7260.0,,,,,
2019-10-30,8450.0,6830.0,6890.0,8040.0,30865340.0,8040.0,7318.0,7576.25,,,,,
2019-10-31,8430.0,7460.0,7920.0,7720.0,13582989.0,7720.0,7302.0,7646.25,7384.0,,,,
2019-11-01,8500.0,7820.0,8170.0,7860.0,10639517.0,7860.0,7428.0,7512.5,7619.0,,,,
2019-11-04,7940.0,7640.0,7720.0,7780.0,2320413.0,7780.0,7624.0,7493.75,7681.0,,,,
2019-11-05,7780.0,7360.0,7660.0,7480.0,2385962.0,7480.0,7776.0,7453.75,7536.0,,,,
2019-11-06,7860.0,7250.0,7450.0,7380.0,2885140.0,7380.0,7644.0,7472.5,7481.0,,,,
2019-11-07,7540.0,7280.0,7380.0,7280.0,1325422.0,7280.0,7556.0,7532.5,7429.0,,,,
2019-11-08,7430.0,7220.0,7290.0,7240.0,988867.0,7240.0,7432.0,7597.5,7430.0,,,,
2019-11-11,7350.0,7080.0,7220.0,7300.0,1083346.0,7300.0,7336.0,7505.0,7480.0,,,,
2019-11-12,7590.0,7190.0,7280.0,7590.0,1688553.0,7590.0,7358.0,7488.75,7567.0,,,,
2019-11-13,8080.0,7610.0,7770.0,7930.0,3471460.0,7930.0,7468.0,7497.5,7556.0,,,,
2019-11-15,9800.0,8060.0,8130.0,8840.0,35194759.0,8840.0,7780.0,7630.0,7668.0,,,,
2019-11-18,9700.0,8900.0,9170.0,9100.0,10168101.0,9100.0,8152.0,7832.5,7792.0,,,,
2019-11-19,9440.0,8720.0,9000.0,9410.0,10421946.0,9410.0,8574.0,8086.25,7955.0,,,,
